legura,kolicina,kom,masina,duzina,profil,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,vm_1,vm_2,vm_3,vm_4,vm_5,vm_6,vm_7,vm_8,vm_9,vm_10,vm_11,vm_12,vm_13,vm_14
EW4,14234,3,L51,3950,400 X 1100,4000,0,8500,500,0,0,0,2000,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,,,,,,
EW4,12973,2,L51,4400,400 X 1350,4000,0,8000,500,0,0,0,1000,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,,,,,,
EW4,10614,2,L51,3600,400 X 1350,3000,0,6000,500,0,0,0,2000,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,,,,,,
EW4,12432,2,L51,3450,400 X 1650,3000,0,7000,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A0 - baliran,AL otpad  A4N,,,,,
EW4,11007,2,L51,3600,400 X 1400,3000,0,5500,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A0 - baliran,AL otpad  A4N,,,,,
Q90,12257,2,L60,3600,400 X 1600,3000,0,6500,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)","P - legura (odresci,buntovi)",,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,
Q90,12640,2,L60,3600,400 X 1650,3000,0,7000,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A2 - ofset,AL otpad  A5N i A51N,,,,,
Q90,47401,5,L39,6600,400 X 1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Q90,11747,2,L60,3450,400 X 1600,3000,0,6000,500,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,,,,,,
Q90,49029,4,L39,7200,400 X 1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Q90,47401,5,L39,6600,400 X 1350,12000,0,20000,3000,1000,0,0,1000,10000,0,3000,1000,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A31N i A31B,,AL otpad  A5N i A51N,AL otpad  A6SK,,
Q90R,50274,5,L39,7000,400 X 1350,12000,0,23000,3000,1000,0,0,10000,5000,0,0,0,5,15,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,ALBe5%,Bi100%
Q96,50274,5,L39,7000,400 X 1350,14000,0,20000,3000,1000,0,0,10000,5000,0,0,0,5,15,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,ALCr80%,Bi100%
Q90,47667,4,L39,7000,400 X 1600,15000,0,24000,3000,1000,0,0,3000,5000,0,0,0,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,ALBe5%
Q90,45624,4,L39,6700,400 X 1600,14000,0,19000,3000,1000,0,0,1000,4000,2000,5000,0,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A3N,AL otpad  A4N,AL otpad  A5N i A51N,,,ALBe5%
Q90,10278,2,L60,4200,400 X 1150,3000,0,4000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A6SK,,,,,
EW3,13385,3,L42,4200,400 X 980,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
EW3,10471,2,L42,4200,400 X 1150,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
EW3,13181,2,L51,3800,400 X 1600,4000,0,7500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A5N i A51N,AL otpad  A4N,,,,,
Q90,12598,2,L60,3700,400 X 1600,4000,0,5000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,
Q90,12640,3,L60,3600,400 X 1100,4000,0,5000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A6SK,,,,,
Y80,13133,2,L42,3800,400 X 1600,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,14078,3,L42,3950,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Q90,9704,2,L60,3800,400 X 1200,3000,0,6000,500,0,0,0,1000,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A6SK,,,,,,
Q96,52349,5,L39,8200,400 X 1200,14000,0,23000,3000,1000,0,0,10000,4000,1000,0,0,5,15,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,AL otpad  A6SK,,,ALBe5%,Bi100%
Y80,14078,3,L42,3950,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,9616,2,L42,4200,400 X 1060,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,9850,2,L42,3800,400 X 1200,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,14078,3,L42,3950,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,11653,2,L42,4150,400 X 1300,12000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,12312,2,L42,3800,400 X 1500,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Q90,45060,5,L39,7700,400 X 1100,10000,0,20000,3000,1000,0,0,8000,5000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,AL otpad  A6SK,,,,
Q90,45060,5,L39,7700,400 X 1100,12000,0,18000,3000,1000,0,0,10000,5000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,
Q90,40964,5,L39,7000,400 X 1100,8000,0,20000,3000,1000,0,0,8000,3000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,AL otpad  A6SK,,,,
EW3,14130,3,L51,3950,400 X 1100,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
Q90,49412,4,L39,8600,400 X 1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
Q90,50274,5,L39,7000,400 X 1350,13000,0,22000,3000,1000,0,0,10000,4000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,AL otpad  A6SK,,,,
Q90,12640,3,L60,3600,400 X 1100,3000,0,7000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,13138,3,L60,4200,400 X 980,4000,0,7500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A4N,,,,,
Q90,10725,2,L60,3600,400 X 1400,3000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,12736,3,L60,4200,400 X 950,4000,0,7000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,9704,2,L60,3800,400 X 1200,3000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,9474,2,L60,4200,400 X 1060,3000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,12640,2,L60,4400,400 X 1350,3000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A4N,,,,,
Q90,11747,2,L60,3450,400 X 1600,4000,0,6500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,
EW4,11073,2,L51,3900,400 X 1300,3000,0,5500,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A0 - baliran,AL otpad  A4N,,,,,
Q90,49029,4,L39,7200,400 X 1600,15000,0,21000,3000,1000,0,0,1000,4000,2000,5000,0,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A3N,AL otpad  A4N,AL otpad  A5N i A51N,,,ALBe5%
Q90,10342,2,L60,3600,400 X 1350,3000,0,5000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,47667,4,L39,7000,400 X 1600,15000,0,20000,3000,1000,0,0,1000,5000,2000,3000,1000,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A31N i A31B,AL otpad  A4N,AL otpad  A5N i A51N,AL otpad  A6SK,,ALBe5%
Y83,9828,2,L42,3500,400 X 1300,5000,0,5500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"A - legura (odresci,buntovi)",,,,,,,,,,,
EW4,13279,2,L51,3800,400 X 1600,4000,0,7500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A1 - stara ?ica,AL otpad  A4N,,,,,
EW4,13617,2,L51,4300,400 X 1450,4000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A1 - stara ?ica,AL otpad  A4N,,,,,
EW4,13694,2,L51,3800,400 X 1650,4000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A1 - stara ?ica,AL otpad  A4N,,,,,
EW4,14234,3,L51,3950,400 X 1100,5000,0,5500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A1 - stara ?ica,AL otpad  A4N,,,,,
EW3,9886,2,L51,3800,400 X 1200,3000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
Q90,49157,4,L39,7000,400 X 1650,12000,0,22000,3000,1000,0,0,10000,5000,0,0,0,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,ALBe5%
Q90,49029,4,L39,7200,400 X 1600,15000,0,21000,3000,1000,0,0,7000,5000,0,0,0,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,ALBe5%
Q90,10725,2,L60,3600,400 X 1400,3000,0,4000,500,0,0,0,3000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,
Q90,9704,2,L60,3800,400 X 1200,3000,0,4500,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,AL otpad  A6SK,,,,
Q90,10342,2,L60,3600,400 X 1350,3000,0,5500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,47667,4,L39,7000,400 X 1600,7000,0,35000,3000,2000,0,0,2000,2000,0,0,0,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A0 - baliran,AL otpad  A5N i A51N,,,,,ALBe5%
Y80,10109,2,L42,3600,400 X 1300,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,14078,3,L42,3950,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Q90,13138,3,L60,4200,400 X 980,4000,0,6500,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,
Q90,12640,2,L60,4400,400 X 1350,4000,0,6000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,
L00,9652,2,L42,4200,400 X 1060,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
N73,9626,2,L60,3700,400 X 1200,3000,0,5000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
N73,13203,2,L60,4200,400 X 1450,4000,0,7500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
Q90,12257,2,L60,3600,400 X 1600,3000,0,7500,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,11747,2,L60,3450,400 X 1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
EW3,13181,2,L51,3800,400 X 1600,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
EW2,10652,2,L51,4450,400 X 1100,2000,0,6000,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,0% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,AL otpad  A3N,,,,
EW0,13279,2,L51,3800,400 X 1600,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
EW0,13484,3,L51,4200,400 X 980,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
EW0,10221,2,L51,3600,400 X 1300,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,M -legura (?pon),,,,,,,,,,,
EW1,13071,3,L51,4200,400 X 950,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,M -legura (?pon),,,,,,,,,,,
EW1,14234,3,L51,3950,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,M -legura (?pon),,,,,,,,,,,
EW1,10549,2,L51,4200,400 X 1150,11000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,M -legura (?pon),,,,,,,,,,,
EW1,9959,2,L51,3800,400 X 1200,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,M -legura (?pon),,,,,,,,,,,
EW1,13279,2,L51,3800,400 X 1600,6000,0,3000,2000,0,0,0,3000,0,0,0,0,0,0,"AL ingoti  99,7% - T",,"M - legura (odresci,buntovi)","A - legura (odresci,buntovi)",,,,AL otpad  A1 - nova ?ica,,,,,,
EW2,12403,2,L51,3800,400 X 1500,3000,0,7000,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,0% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A3N,AL otpad  A4N,AL otpad  A5N i A51N,,,,
Y80,10109,2,L42,3600,400 X 1300,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,11923,2,L42,3450,400 X 1600,12000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,13133,2,L42,3800,400 X 1600,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
Q90,10342,2,L60,3600,400 X 1350,3000,0,5000,500,0,0,0,1500,1000,0,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A5N i A51N,,,,,
Q90,47667,4,L39,7000,400 X 1600,14000,0,18000,3000,1000,0,0,10000,4000,1000,0,0,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,AL otpad  A6SK,,,,ALBe5%
Q90,45624,4,L39,6700,400 X 1600,14000,0,18000,3000,1000,0,0,4000,8000,1000,0,0,0,5,"AL ingoti  99,5% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,AL otpad  A6N/B - U,,,,ALBe5%
EW4,13694,2,L51,3800,400 X 1650,4000,0,8000,500,0,0,0,1000,1000,0,0,0,0,0,"AL ingoti  99,0% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
Y80,13133,2,L42,3800,400 X 1600,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,12830,3,L42,3600,400 X 1100,13000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,14078,3,L42,3950,400 X 1100,14000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,10109,2,L42,3600,400 X 1300,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y80,10433,2,L42,4200,400 X 1150,10500,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - BLOK",,A - legura (?pon),,,,,,,,,,,
Y80,9616,2,L42,4200,400 X 1060,10000,0,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,A - legura (?pon),,,,,,,,,,,
Y81,14078,3,L42,3950,400 X 1100,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,8% - T",,,,,,,,,,,,,
L09,9864,2,L42,3500,400 X 1300,5000,0,0,0,0,0,0,6000,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,AL otpad  A1 - nova ?ica,,,,,,
Y80,9850,2,L42,3800,400 X 1200,5000,5000,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T","AL ingoti  99,5% - T",A - legura (?pon),,,,,,,,,,,
Y80,12928,3,L42,4200,400 X 950,6000,7000,500,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,5% - T","AL ingoti  99,7% - T",A - legura (?pon),,,,,,,,,,,
Q90,49029,4,L39,7200,400 X 1600,15000,0,18000,3000,1000,0,0,10000,5000,0,0,0,0,5,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A5N i A51N,,,,,ALBe5%
Q90,47242,5,L39,7400,400 X 1200,14000,0,20000,3000,1000,0,0,8000,2000,3000,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),Metal sa livenja ; isce?eni metal iz ?ljake,,,AL otpad  A31N i A31B,AL otpad  A4N,AL otpad  A5N i A51N,,,,
Y80,10498,2,L42,3600,400 X 1350,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
Q90,12640,2,L60,4400,400 X 1350,3000,0,7000,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3B,AL otpad  A4N,AL otpad  A5N i A51N,,,,
Q90,9959,2,L60,3600,400 X 1300,3000,0,4500,500,0,0,0,1000,1000,1000,0,0,0,0,"AL ingoti  99,7% - T",,"P - legura (odresci,buntovi)",P -legura (?pon),,,,AL otpad  A3N,AL otpad  A4N,AL otpad  A5N i A51N,,,,
EW4,10614,2,L51,3600,400 X 1350,3000,0,5000,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,0% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A0 - baliran,AL otpad  A4N,,,,,
EW4,12973,2,L51,4400,400 X 1350,3000,0,7500,500,0,0,0,1000,2000,0,0,0,0,0,"AL ingoti  99,0% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A2 - baliran,AL otpad  A4N,,,,,
EW4,13279,2,L60,3800,400 X 1600,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,"AL ingoti  99,7% - T",,,,,,,,,,,,,
EW3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
EW4,13617,2,L51,4300,400 X 1450,4000,0,7000,500,0,0,0,2000,1000,0,0,0,0,0,"AL ingoti  99,0% - VEZA",,"M - legura (odresci,buntovi)",M -legura (?pon),,,,AL otpad  A4N,AL otpad  A5N i A51N,,,,,
